,DBN,SCHOOL NAME,avg_class_size,avg_largest_class,avg_smallest_class
287,13K350,Urban Assembly High School of Music and Art at Water's Edge,22.16923077,28.53846154,18.84615385
288,13K412,"Brooklyn Community High School of Communication, Arts and Media",25.2,28.86666667,20.66666667
289,13K419,Science Skills Center High School at Water's Edge,27.16111111,32.22222222,20.11111111
290,13K430,Brooklyn Technical High School,32.45263158,33.94736842,28.57894737
291,13K439,Brooklyn International High School at Water's Edge,19.58571429,21.35714286,17.21428571
292,13K483,The Urban Assembly School for Law and Justice,22.22142857,26.35714286,17.5
293,13K499,ACORN Community High School,27.15333333,32.06666667,20.26666667
294,13K509,Freedom Academy High School,23.33571429,27.85714286,19.5
295,13K527,Urban Assembly Institute of Math and Science for Young Women,24.9,25.66666667,23.66666667
296,13K553,Brooklyn Academy High School,22.46363636,25.36363636,20
297,13K575,Bedford Stuyvesant Preparatory High School,18.19166667,20.91666667,16.08333333
298,13K595,Bedford Academy High School,21.79375,25.4375,17.5625
299,13K596,Knowledge and Power Preparatory Academy VII Middle School,20,20,20
300,13K605,George Westinghouse Career and Technical Education High School,26.7375,32.4375,19.875
301,13K616,Brooklyn High School for Leadership and Community Service,18.38333333,21.5,15.5
302,13K670,Benjamin Banneker Academy,27.89473684,31.84210526,21.05263158
303,13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",21.37,28.5,13.1
304,14K050,J.H.S. 050 John D. Wells,29.3,31,27
305,14K071,Juan Morel Campos Secondary School,30.05,32.28571429,26.5
306,14K126,John Ericsson Middle School 126,23,28,18
307,14K322,Foundations Academy,20.6,22.83333333,18.5
308,14K404,Academy for Young Writers,22.53076923,26.61538462,17.84615385
309,14K449,"Brooklyn Latin School, The",23.26,28.53333333,17
310,14K454,Green School: An Academy for Environmental Careers,23.66153846,27.15384615,19.53846154
311,14K474,PROGRESS High School for Professional Careers,25.8375,30.9375,18.75
312,14K477,School for Legal Studies,27.43333333,32.13333333,21.66666667
313,14K478,"The High School for Enterprise, Business and Technology",29.36111111,40.94444444,17.94444444
314,14K488,Brooklyn Preparatory High School,23.40666667,26.26666667,20
315,14K558,Williamsburg High School for Architecture and Design,25.36153846,29.07692308,21.23076923
316,14K561,Williamsburg Preparatory School,25.38888889,29.55555556,20.55555556
317,14K586,Lyons Community School,20.7625,25.375,16.875
318,14K610,Automotive High School,25.56,30.06666667,19.33333333
319,14K614,Young Women's Leadership School of Brooklyn,21,21,21
320,14K632,Frances Perkins Academy,17.3375,19.75,15
321,14K685,El Puente Academy for Peace and Justice,22.3375,24.25,20.875
322,15K136,I.S. 136 Charles O. Dewey,21,21,21
323,15K429,Brooklyn School for Global Studies,25.25714286,28.92857143,21
324,15K443,New Voices School of Academic & Creative Arts,30.5,31,30
325,15K448,Brooklyn Secondary School for Collaborative Studies,23.1,26.46666667,19.8
326,15K462,Secondary School for Law,25.9,30.76470588,20
327,15K463,Secondary School for Journalism,23.77857143,27.71428571,19
328,15K464,Secondary School for Research,26.7375,28.6875,24.4375
329,15K497,School for International Studies,23.52666667,27.46666667,19.46666667
330,15K519,Cobble Hill School of American Studies,26.88235294,31.23529412,21.52941176
331,15K520,Pacific High School,19.93846154,24,15.53846154
332,15K529,West Brooklyn Community High School,16.17,19.4,12.9
333,15K530,Metropolitan Corporate Academy High School,22.16470588,27.35294118,17.17647059
334,15K656,Brooklyn High School of the Arts,26.775,31.875,18.875
335,15K667,SUNSET PARK HIGH SCHOOL,26.85555556,30.44444444,24
336,15K698,South Brooklyn Community High School,19.11,22.3,16.5
337,16K057,J.H.S. 057 Whitelaw Reid,18.3,19,17.5
338,16K308,P.S. 308 Clara Cardwell,27.1,45,19
339,16K393,Frederick Douglass Academy IV Secondary School,22.30769231,28,16.23076923
340,16K455,Boys and Girls High School,26.51333333,34.4,16.46666667
341,16K498,ACORN High School for Social Justice,26.64,29.33333333,22.33333333
342,16K688,The Brooklyn Academy of Global Finance,21.475,25.5,17.25
343,17K002,M.S. 002,19,20,18
344,17K061,M.S. 061 Dr. Gladstone H. Atwell,28.5,29,28
345,17K181,P.S. 181 Brooklyn,30,32,28
346,17K340,I.S. 340,26.1,30,20
347,17K353,Elijah Stroud Middle School,18,19.5,16
348,17K354,The School of Integrated Learning,21,21,21
349,17K382,Academy for College Preparation and Career Exploration: A College Board School,24.81333333,28.8,21.4
350,17K394,M.S. K394,28.5,29,28
351,17K408,Academy of Hospitality and Tourism,25.14166667,30.83333333,18.83333333
352,17K489,W.E.B. Dubois Academic High School,22.33,26.5,16.6
353,17K524,International High School at Prospect Heights,23.79230769,26,20.46153846
354,17K528,The High School for Global Citizenship,26.39375,30.3125,20.25
355,17K531,"School for Human Rights, The",30.9375,32.5625,29.125
356,17K533,School for Democracy and Leadership,23.24285714,26.35714286,19.85714286
357,17K537,High School for Youth and Community Development at Erasmus,23.02,27.53333333,17.73333333
358,17K539,High School for Service & Learning at Erasmus,27.87333333,31.73333333,22.8
359,17K543,"Science, Technology and Research Early College High School at Erasmus",23.09285714,28,17.64285714
360,17K544,International Arts Business School,22.54,27.8,16.26666667
361,17K546,High School for Public Service: Heroes of Tomorrow,23.11666667,26.11111111,19
362,17K547,Brooklyn Academy of Science and the Environment,21.38571429,25.14285714,16.35714286
363,17K548,Brooklyn School for Music & Theatre,26.0875,30.0625,21.125
364,17K568,Brownsville Academy High School,17.75454545,22.63636364,13.72727273
365,17K587,Middle School for the Arts,28.63333333,31.66666667,25
366,17K590,Medgar Evers College Preparatory School,27.57647059,36.17647059,18.11764706
367,17K600,Clara Barton High School,29.25,35.05555556,21.27777778
368,17K625,Paul Robeson High School,24.88125,28.8125,19.5625
369,18K068,I.S. 068 Isaac Bildersee,27.4,30,19
370,18K211,I.S. 211 John Wilson,26.5,30,24
371,18K285,I.S. 285 Meyer Levin,25.075,25.75,24.25
372,18K500,Canarsie High School,21.38888889,24.44444444,17.88888889
373,18K563,It Takes a Village Academy,20.83157895,27.57894737,15.63157895
374,18K566,Brooklyn Generation School,19.93333333,22.58333333,17.41666667
375,18K567,Brooklyn Theatre Arts High School,26.06666667,28.2,23.13333333
376,18K569,Kurt Hahn Expeditionary Learning School,26.125,28.5,23.0625
377,18K576,Victory Collegiate High School,25.01111111,28.22222222,22.33333333
378,18K578,Brooklyn Bridge Academy,16.9375,21,13.5
379,18K588,Middle School for Art and Philosophy,15,15,15
380,18K589,Arts & Media Preparatory Academy,20.05,21.78571429,18.28571429
381,18K617,High School for Innovation in Advertising and Media,19.625,25.08333333,14.58333333
382,18K629,Cultural Academy for the Arts and Sciences,18.37272727,21.45454545,15.45454545
383,18K633,High School for Medical Professions,26.95,30.8125,23.0625
384,18K635,Olympus Academy,14.9,17.4,13
385,18K637,Academy for Conservation and the Environment,19.6,22.33333333,17
386,18K642,Urban Action Academy,20.5625,23.375,17
387,18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,18.8,18.8,18.8
388,19K089,P.S. 089 Cypress Hills,15.5,17,14
389,19K166,J.H.S. 166 George Gershwin,18,18,18
390,19K218,J.H.S. 218 James P. Sinnott,37.75,38,37.5
391,19K292,J.H.S. 292 Margaret S. Douglas,38.3,59,24
392,19K364,I.S. 364 Gateway,28.9,30,25
393,19K409,East New York Family Academy,19.12105263,20.89473684,17.26315789
394,19K420,Franklin K. Lane High School,19.54285714,22.35714286,17.14285714
395,19K502,FDNY High School for Fire and Life Safety,23.52,28.26666667,18.33333333
396,19K504,High School for Civil Rights,26.16666667,30.06666667,22.4
397,19K507,Performing Arts and Technology High School,24.61428571,28.92857143,17.57142857
398,19K510,World Academy for Total Community Health High School,23.99375,29.125,19.0625
399,19K583,Multicultural High School,23.80833333,27.66666667,19.5
400,19K615,Transit Tech Career and Technical Education High School,26.97142857,31.42857143,21.14285714
401,19K618,Academy of Innovative Technology,23.31818182,27.72727273,19.09090909
402,19K639,Brooklyn Lab School,25.29230769,26.76923077,23.30769231
403,19K659,Cypress Hills Collegiate Preparatory School,23.84705882,26.17647059,22.05882353
404,19K660,W. H. Maxwell Career and Technical Education High School,25.27857143,31.57142857,17.07142857
405,19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS",25.84166667,29.16666667,22.25
406,19K751,ACADEMY FOR HEALTH CAREERS,19.6,22,16
407,20K030,I.S. 30 Mary White Ovington,29.5,30,29
408,20K062,J.H.S. 062 Ditmas,26.3,29,22
409,20K187,The Christa McAuliffe School\I.S. 187,28.6,30,27
410,20K223,J.H.S. 223 The Montauk,19,19,19
411,20K445,New Utrecht High School,27.88421053,34.78947368,16.47368421
412,20K485,High School of Telecommunication Arts and Technology,30.43333333,34.27777778,23.05555556
413,20K490,Fort Hamilton High School,28.31,32.9,17.7
414,20K505,Franklin Delano Roosevelt High School,27.91428571,31.76190476,20.42857143
415,20K609,Urban Assembly School for Criminal Justice,12.575,15,10.75
416,21K096,I.S. 096 Seth Low,24.6,29.66666667,19.66666667
417,21K209,P.S. 209 Margaret Mead,25.2,34,16
418,21K228,I.S. 228 David A. Boody,12.4,14,10
419,21K238,P.S. 238 Anne Sullivan,21,21,21
420,21K239,Mark Twain I.S. 239 for the Gifted & Talented,33.15,39,26.25
421,21K288,P.S. 288 The Shirley Tanyhill,18.8,22,16
422,21K303,I.S. 303 Herbert S. Eisenberg,30.85,33.5,26.5
423,21K337,International High School at Lafayette,17.20666667,18.86666667,15.93333333
424,21K344,Rachel Carson High School for Coastal Studies,25.92352941,30.35294118,19.94117647
425,21K348,High School of Sports Management,26.39285714,28.21428571,24.64285714
426,21K410,Abraham Lincoln High School,27.66842105,34.15789474,17.31578947
427,21K468,Kingsborough Early College School,24.63,27.1,22.4
428,21K525,Edward R. Murrow High School,30.315,34.4,19.8
429,21K540,John Dewey High School,28.37,35.1,18.4
430,21K559,Life Academy High School for Film and Music,24.25,24.83333333,23.66666667
431,21K572,Expeditionary Learning School for Community Leaders,21.15714286,23.07142857,18.5
432,21K620,William E. Grady Career and Technical Education High School,25.62941176,30.58823529,19.76470588
433,21K690,Brooklyn Studio Secondary School,26.58421053,31.05263158,21.47368421
434,21K728,Liberation Diploma Plus,15.4,17,13.71428571
435,22K014,J.H.S. 014 Shell Bank,23.6,27.5,20
436,22K078,J.H.S. 078 Roy H. Mann,27,27,27
437,22K206,P.S. 206 Joseph F Lamb,23,23,23
438,22K207,P.S. 207 Elizabeth G. Leary,27,27,27
439,22K278,J.H.S. 278 Marine Park,21.5,24.5,17.5
440,22K405,Midwood High School,31.96315789,34.42105263,22.42105263
441,22K425,James Madison High School,30.49444444,33.55555556,22.5
442,22K495,Sheepshead Bay High School,26.14,31.75,17.25
443,22K535,Leon M. Goldstein High School for the Sciences,31.58235294,33.70588235,26.70588235
444,22K555,Brooklyn College Academy,26.27058824,32.17647059,18.41176471
445,23K041,P.S. 041 Francis White,27.1,33,19
446,23K493,Brooklyn Collegiate: A College Board School,24.79285714,30.35714286,18.21428571
447,23K514,Frederick Douglass Academy VII High School,23,25.8125,19.625
448,23K522,Mott Hall IV,29,29,29
449,23K645,EBC/ENY High School for Public Safety & Law,19.825,24,14.75
450,23K646,Aspirations Diploma Plus High School,18.95555556,21.11111111,16.55555556
451,23K647,Metropolitan Diploma Plus High School,21.35,23.125,19.125
452,23K697,Teachers Preparatory High School,25.10625,30.8125,18.125
453,24Q077,I.S. 077,28,28,28
454,24Q093,I.S. 093 Ridgewood,28.25,29.5,27
455,24Q119,I.S. 119 The Glendale,26.86666667,29.33333333,23.33333333
456,24Q264,Academy of Finance and Enterprise,24.30588235,30.52941176,18.88235294
457,24Q267,High School of Applied Communication,22.07647059,27.17647059,17.23529412
458,24Q293,Civic Leadership Academy,23.35,27.35714286,19.14285714
459,24Q296,Pan American International High School,19.72666667,23.93333333,16.26666667
460,24Q299,Bard High School Early College II,20.47142857,24,16.07142857
461,24Q455,Newtown High School,27.31111111,32.88888889,19.38888889
462,24Q485,Grover Cleveland High School,26.985,33.1,20.2
463,24Q520,Middle College High School at LaGuardia Community College,18.5,20.76923077,16.15384615
464,24Q530,International High School at LaGuardia Community College,17.00769231,20.46153846,14.30769231
465,24Q550,High School for Arts and Business,27.40555556,31.77777778,19.77777778
466,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",26.5,28.70588235,24.41176471
467,24Q600,Queens Vocational and Technical High School,28.45625,33.625,20.0625
468,24Q610,Aviation Career & Technical Education High School,28.16111111,32.94444444,19.44444444
469,25Q189,J.H.S. 189 Daniel Carter Beard,30.95,32.5,30
470,25Q194,J.H.S. 194 William Carr,26,26,26
471,25Q252,"Queens School of Inquiry, The",24.58666667,28.33333333,21.13333333
472,25Q263,Flushing International High School,19.19230769,27.07692308,14.84615385
473,25Q281,East-West School of International Studies,28.93333333,32.46666667,25.66666667
474,25Q285,World Journalism Preparatory: A College Board School,25.04736842,28.05263158,21.94736842
475,25Q425,John Bowne High School,29.385,34,18.4
476,25Q460,Flushing High School,30.02631579,34.52631579,19.68421053
477,25Q525,Townsend Harris High School,29.3625,33.125,22.75
478,25Q540,Queens Academy High School,24.21,31.1,16.3
479,25Q670,Robert F. Kennedy Community High School,30.31666667,33.38888889,25.27777778
480,25Q792,North Queens Community High School,19.86875,23.75,15.875
481,26Q067,J.H.S. 067 Louis Pasteur,28.7,32,26
482,26Q158,M.S. 158 Marie Curie,29.975,30.5,29
483,26Q172,Irwin Altman Middle School 172,29.325,30.25,28.75
484,26Q415,Benjamin N. Cardozo High School,31.10526316,33.89473684,19.05263158
485,26Q430,Francis Lewis High School,30.23684211,34.26315789,17.36842105
486,26Q435,Martin Van Buren High School,27.125,32.95,17
487,26Q495,Bayside High School,32.40526316,34.05263158,25.15789474
488,26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",28.98333333,32.61111111,23
489,27Q043,P.S. 043,27.5,28,27
490,27Q137,M.S. 137 America's School of Heroes,38.65,45.5,35
491,27Q183,P.S. 183 Dr. Richard R. Green,27.5,30,25
492,27Q202,J.H.S. 202 Robert H. Goddard,34.3,35,33
493,27Q207,P.S. 207 Rockwood Park,22,22,22
494,27Q210,J.H.S. 210 Elizabeth Blackwell,25.05,26,22
495,27Q232,P.S. 232 Lindenwood,34,34,34
496,27Q260,Frederick Douglass Academy VI High School,24.56428571,29,18.14285714
497,27Q262,Channel View School for Research,26.38235294,30.05882353,21.47058824
498,27Q282,Knowledge and Power Preparatory Academy VI,28.6,32,27
499,27Q302,"Queens High School for Information, Research, and Technology",23.27692308,27.76923077,18.23076923
500,27Q308,Robert H. Goddard High School of Communication Arts and Technology,30.11666667,32.38888889,28.16666667
501,27Q309,Academy of Medical Technology: A College Board School,23.32727273,26.72727273,19.45454545
502,27Q323,Scholars' Academy,25.93846154,30.46153846,19.69230769
503,27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,24.3,25.8,22.6
504,27Q400,August Martin High School,28.77777778,33.66666667,22.27777778
505,27Q410,Beach Channel High School,29.41578947,32.21052632,24.15789474
506,27Q475,Richmond Hill High School,29.95,33.38888889,21.83333333
507,27Q480,John Adams High School,27.31578947,34.68421053,17.89473684
508,27Q650,"High School for Construction Trades, Engineering and Architecture",26.84705882,31.23529412,20.41176471
509,28Q008,J.H.S. 008 Richard S. Grossley,27.1,29,25
510,28Q157,J.H.S. 157 Stephen A. Halsey,17.3,19.4,14.4
511,28Q190,J.H.S. 190 Russell Sage,19.5,19.5,19.5
512,28Q217,J.H.S. 217 Robert A. Van Wyck,20,20,20
513,28Q284,York Early College Academy,25.10909091,28.54545455,21.72727273
514,28Q310,Queens Collegiate: A College Board School,22.52857143,25.85714286,19.21428571
515,28Q325,HILLSIDE ARTS & LETTERS ACADEMY,22.75,24.25,21.25
516,28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,21.94,24.2,18.4
517,28Q338,Queens Satellite High School for Opportunity,27.55384615,31.07692308,22.61538462
518,28Q440,Forest Hills High School,31.20588235,35.58823529,19.29411765
519,28Q470,Jamaica High School,25.45789474,31.47368421,16.31578947
520,28Q505,Hillcrest High School,28.88571429,31.92857143,21.71428571
521,28Q620,Thomas A. Edison Career and Technical Education High School,29.61666667,32.83333333,20.33333333
522,28Q680,Queens Gateway to Health Sciences Secondary School,27.61111111,31.44444444,21.61111111
523,28Q686,QUEENS METROPOLITAN HIGH SCHOOL,29.55,30.5,27.5
524,28Q687,Queens High School for the Sciences at York College,26.00666667,31.26666667,20.4
525,28Q690,High School for Law Enforcement and Public Safety,29.34375,32.75,25.375
526,28Q896,"Young Women's Leadership School, Queens",21.87142857,26.92857143,16.42857143
527,29Q059,I.S. 059 Springfield Gardens,26.2,34,18
528,29Q109,Jean Nuzzi Intermediate School,21.5,21.5,21.5
529,29Q116,PS/IS 116 William C. Hughley,19.9,22,17.5
530,29Q238,I.S. 238 Susan B Anthony,23,24,21.66666667
531,29Q248,Queens Preparatory Academy,25.65333333,28.86666667,22.2
532,29Q259,Pathways College Preparatory School: A College Board School,25.775,29.66666667,21.66666667
533,29Q265,Excelsior Preparatory High School,25.27777778,28.88888889,21.94444444
534,29Q272,George Washington Carver High School for the Sciences,28.26875,32.5,21.6875
535,29Q283,Preparatory Academy for Writers: A College Board School,23.8375,26.5,21
536,29Q295,P.S./I.S. 295,18,18,18
537,29Q326,CAMBRIA HEIGHTS ACADEMY,22.3,23.2,21.4
538,29Q492,"Mathematics, Science Research and Technology Magnet High School",23.525,28.375,17.375
539,29Q494,"Law, Government and Community Service High School",28.15882353,31.52941176,24.05882353
540,29Q496,"Business, Computer Applications & Entrepreneurship High School",31.66666667,34.93333333,27.86666667
541,29Q498,Humanities & Arts Magnet High School,28.20769231,31.38461538,24
542,30Q122,P.S. 122 Mamie Fay,26.3,27,26
543,30Q126,Albert Shanker School for Visual and Performing Arts,14.2,16,12
544,30Q227,I.S. 227 Louis Armstrong,14.7,18,12
545,30Q230,I.S. 230,32,32,32
546,30Q235,Academy for New Americans,23,34,14
547,30Q286,"Young Women's Leadership School, Astoria",21.57142857,23,20.28571429
548,30Q301,Academy for Careers in Television and Film,22.36363636,25.45454545,17.27272727
549,30Q445,William Cullen Bryant High School,29.25,34.5,18.25
550,30Q450,Long Island City High School,25,31.94736842,14.26315789
551,30Q501,Frank Sinatra School of the Arts High School,27.88,33.53333333,20.53333333
552,30Q502,Information Technology High School,26.83529412,31.35294118,19.52941176
553,30Q555,Newcomers High School,26.97647059,30.82352941,20
554,30Q575,Academy of American Studies,31.09473684,34.15789474,26.36842105
555,30Q580,Baccalaureate School for Global Education,20.46923077,23.07692308,17.30769231
556,31R007,I.S. 007 Elias Bernstein,34.2,34.75,32.75
557,31R027,I.S. 027 Anning S. Prall,28,32,23
558,31R034,I.S. 034 Tottenville,27.5,28,27
559,31R047,CSI High School for International Studies,25.66875,30.0625,20.125
560,31R049,I.S. 49 Berta A. Dreyfus,23,25.5,19.5
561,31R061,I.S. 061 William A Morris,25.5,28,23
562,31R063,Marsh Avenue School for Expeditionary Learning,11,11,11
563,31R064,Gaynor McCown Expeditionary Learning School,24.35,28.5,20.25
564,31R075,I.S. 075 Frank D. Paulo,29.7,30,29
565,31R080,The Michael J. Petrides School,30.27222222,34.44444444,24.61111111
566,31R440,New Dorp High School,28.2,34.55555556,17
567,31R445,Port Richmond High School,28.07894737,33.10526316,17.73684211
568,31R450,Curtis High School,27.31176471,33.88235294,16.17647059
569,31R455,Tottenville High School,30.2,34.05263158,21.89473684
570,31R460,Susan E. Wagner High School,29.24736842,34.21052632,18
571,31R470,Concord High School,22.11428571,26,19.42857143
572,31R600,Ralph R. McKee Career and Technical Education High School,28.28,31.86666667,22.86666667
573,31R605,Staten Island Technical High School,29.58823529,33.17647059,21.29411765
574,32K162,J.H.S. 162 The Willoughby,25.8,30,20
575,32K377,P.S. 377 Alejandrina B. De Gautier,31,32,30
576,32K383,J.H.S. 383 Philippa Schuyler,26.73333333,30.33333333,24.83333333
577,32K403,Academy for Environmental Leadership,22.40625,26.875,18.4375
578,32K545,EBC High School for Public Serviceâ€“Bushwick,22.95882353,28.52941176,16.29411765
579,32K549,Bushwick School for Social Justice,22.76,25.86666667,19.86666667
580,32K552,Academy of Urban Planning,23.9,28,19.9375
581,32K554,All City Leadership Secondary School,17.79375,21.625,14.75
582,32K556,Bushwick Leaders High School for Academic Excellence,25.06,30,18.33333333
583,32K564,Bushwick Community High School,24.96428571,28.57142857,20.07142857
